"NextRunTime","Author","ActionExecDirectory","State","UserId","ComputerName","Name","LastRunTime","LastTaskResult","Description","NumberOfMissedRuns","Enabled","Path","ActionExecCommands","Trigger","ActionExecArguments"
"12/30/1899 12:00:00 AM","$(@%systemRoot%\System32\netcfgx.dll,-14025)",,"Ready","S-1-5-18","DATA12","BindingWorkItemQueueHandler","9/26/2018 6:12:31 PM","-2147024894","$(@%systemRoot%\System32\netcfgx.dll,-14026)","0","True","\Microsoft\Windows\NetCfg\BindingWorkItemQueueHandler",,"System.Xml.XmlElement",
"12/30/1899 12:00:00 AM","$(@%SystemRoot%\system32\nettrace.dll,-6911)","$(Arg1)","Ready",,"DATA12","GatherNetworkInfo","12/30/1899 12:00:00 AM","1","$(@%SystemRoot%\system32\nettrace.dll,-6912)","0","True","\Microsoft\Windows\NetTrace\GatherNetworkInfo","%windir%\system32\gatherNetworkInfo.vbs","",
"12/30/1899 12:00:00 AM","$(@%SystemRoot%\system32\TpmTasks.dll,-600)",,"Ready","S-1-5-18","DATA12","Secure-Boot-Update","12/30/1899 12:00:00 AM","1","$(@%SystemRoot%\system32\TpmTasks.dll,-604)","0","True","\Microsoft\Windows\PI\Secure-Boot-Update",,"System.Xml.XmlElement",
"12/30/1899 12:00:00 AM","$(@%SystemRoot%\system32\TpmTasks.dll,-600)",,"Ready","S-1-5-18","DATA12","Sqm-Tasks","9/19/2018 5:14:57 AM","0","$(@%SystemRoot%\system32\TpmTasks.dll,-603)","0","True","\Microsoft\Windows\PI\Sqm-Tasks",,"",
"12/30/1899 12:00:00 AM","$(@%systemroot%\system32\wbem\mgmtprovider.dll,-102)",,"Disabled",,"DATA12","Server Manager Performance Monitor","12/30/1899 12:00:00 AM","1",,"0","False","\Microsoft\Windows\PLA\Server Manager Performance Monitor","%systemroot%\system32\rundll32.exe","System.Xml.XmlElement","%systemroot%\system32\pla.dll,PlaHost ""Server Manager Performance Monitor"" ""$(Arg0)"""
"12/30/1899 12:00:00 AM","$(@%SystemRoot%\system32\pnppolicy.dll,-600)",,"Ready","S-1-5-18","DATA12","Device Install Group Policy","10/12/2018 10:24:02 AM","0","$(@%SystemRoot%\system32\pnppolicy.dll,-602)","0","True","\Microsoft\Windows\Plug and Play\Device Install Group Policy",,"System.Xml.XmlElement",
"12/30/1899 12:00:00 AM","$(@%SystemRoot%\system32\pnpui.dll,-600)",,"Ready",,"DATA12","Device Install Reboot Required","12/30/1899 12:00:00 AM","1","$(@%SystemRoot%\system32\pnpui.dll,-602)","0","True","\Microsoft\Windows\Plug and Play\Device Install Reboot Required",,"System.Xml.XmlElement",
"12/30/1899 12:00:00 AM","$(@%SystemRoot%\system32\pnpclean.dll,-201)",,"Ready","S-1-5-18","DATA12","Plug and Play Cleanup","9/21/2018 4:26:54 AM","0","$(@%SystemRoot%\system32\pnpclean.dll,-202)","0","True","\Microsoft\Windows\Plug and Play\Plug and Play Cleanup",,"",
"12/30/1899 12:00:00 AM","$(@%SystemRoot%\System32\sppnp.dll,-2000)",,"Ready","S-1-5-18","DATA12","Sysprep Generalize Drivers","8/19/2016 2:31:16 PM","0","$(@%SystemRoot%\System32\sppnp.dll,-2001)","0","True","\Microsoft\Windows\Plug and Play\Sysprep Generalize Drivers","%SystemRoot%\System32\drvinst.exe","","6"
"12/30/1899 12:00:00 AM","$(@%systemRoot%\system32\energytask.dll,-600)",,"Ready","S-1-5-18","DATA12","AnalyzeSystem","10/7/2018 2:47:26 AM","-2147220990","$(@%systemRoot%\system32\energytask.dll,-602)","0","True","\Microsoft\Windows\Power Efficiency Diagnostics\AnalyzeSystem",,"",
"10/12/2018 7:04:25 PM","$(@%SystemRoot%\system32\RacEngn.dll,-501)",,"Disabled","S-1-5-19","DATA12","RacTask","12/30/1899 12:00:00 AM","1","$(@%SystemRoot%\system32\RacEngn.dll,-502)","0","False","\Microsoft\Windows\RAC\RacTask",,"System.Object[]",
"12/30/1899 12:00:00 AM","$(@%SystemRoot%\system32\rasmbmgr.dll,-201)",,"Ready",,"DATA12","MobilityManager","12/30/1899 12:00:00 AM","1","$(@%SystemRoot%\system32\rasmbmgr.dll,-202)","0","True","\Microsoft\Windows\Ras\MobilityManager",,"System.Xml.XmlElement",
"12/30/1899 12:00:00 AM","$(@%systemroot%\system32\regidle.dll,-600)",,"Ready","S-1-5-18","DATA12","RegIdleBackup","10/4/2018 4:57:07 AM","0","$(@%systemroot%\system32\regidle.dll,-602)","0","True","\Microsoft\Windows\Registry\RegIdleBackup",,"",
"12/30/1899 12:00:00 AM","Microsoft","C:\Windows\system32","Ready","S-1-5-18","DATA12","MRT_HB","10/12/2018 5:26:07 AM","0",,"0","True","\Microsoft\Windows\RemovalTools\MRT_HB","C:\Windows\system32\MRT.exe","","/EHB /Q"
"12/30/1899 12:00:00 AM","$(@%systemroot%\system32\wbem\mgmtprovider.dll,-102)",,"Ready",,"DATA12","CleanupOldPerfLogs","12/30/1899 12:00:00 AM","1",,"0","True","\Microsoft\Windows\Server Manager\CleanupOldPerfLogs","%systemroot%\system32\cscript.exe","","/B /nologo %systemroot%\system32\calluxxprovider.vbs $(Arg0) $(Arg1) $(Arg2)"
"12/30/1899 12:00:00 AM","$(@%SystemRoot%\system32\svrmgrnc.dll,-103)",,"Ready",,"DATA12","ServerManager","10/2/2018 3:29:57 PM","0","$(@%SystemRoot%\system32\svrmgrnc.dll,-104)","0","True","\Microsoft\Windows\Server Manager\ServerManager","%windir%\system32\ServerManagerLauncher.exe","System.Xml.XmlElement",
"12/30/1899 12:00:00 AM",,,"Ready","S-1-5-18","DATA12","StartComponentCleanup","10/7/2018 2:47:16 AM","0",,"0","True","\Microsoft\Windows\Servicing\StartComponentCleanup",,"",
"10/12/2018 1:23:44 PM",,,"Disabled","S-1-5-18","DATA12","Collection","12/30/1899 12:00:00 AM","1",,"0","False","\Microsoft\Windows\Software Inventory Logging\Collection","%systemroot%\system32\cmd.exe","System.Xml.XmlElement","/d /c %systemroot%\system32\silcollector.cmd publish"
"12/30/1899 12:00:00 AM",,,"Ready","S-1-5-18","DATA12","Configuration","9/26/2018 6:13:31 PM","0",,"0","True","\Microsoft\Windows\Software Inventory Logging\Configuration","%systemroot%\system32\cmd.exe","System.Xml.XmlElement","/d /c %systemroot%\system32\silcollector.cmd configure"
"9/17/2118 11:13:12 PM","$(@%systemroot%\system32\sppc.dll,-200)",,"Ready","S-1-5-20","DATA12","SvcRestartTask","8/3/2015 10:52:14 AM","0","$(@%systemroot%\system32\sppc.dll,-201)","0","True","\Microsoft\Windows\SoftwareProtectionPlatform\SvcRestartTask",,"System.Xml.XmlElement",
"12/30/1899 12:00:00 AM","$(@%systemroot%\system32\sppc.dll,-200)",,"Disabled",,"DATA12","SvcRestartTaskLogon","8/19/2016 2:34:58 PM","0","$(@%systemroot%\system32\sppc.dll,-202)","0","False","\Microsoft\Windows\SoftwareProtectionPlatform\SvcRestartTaskLogon",,"System.Xml.XmlElement",
"12/30/1899 12:00:00 AM","$(@%systemroot%\system32\sppc.dll,-200)",,"Disabled","S-1-5-20","DATA12","SvcRestartTaskNetwork","8/19/2016 2:31:21 PM","0","$(@%systemroot%\system32\sppc.dll,-203)","0","False","\Microsoft\Windows\SoftwareProtectionPlatform\SvcRestartTaskNetwork",,"System.Xml.XmlElement",
"12/30/1899 12:00:00 AM","$(@%SystemRoot%\system32\SpaceAgent.exe,-2)",,"Ready",,"DATA12","SpaceAgentTask","12/30/1899 12:00:00 AM","1","$(@%SystemRoot%\system32\SpaceAgent.exe,-3)","0","True","\Microsoft\Windows\SpacePort\SpaceAgentTask","%windir%\system32\SpaceAgent.exe","System.Object[]",
"12/30/1899 12:00:00 AM","$(@%systemroot%\system32\TieringEngineService.exe,-600)",,"Ready","S-1-5-18","DATA12","Storage Tiers Management Initialization","12/30/1899 12:00:00 AM","1","$(@%systemroot%\system32\TieringEngineService.exe,-602)","0","True","\Microsoft\Windows\Storage Tiers Management\Storage Tiers Management Initialization",,"System.Xml.XmlElement",
"10/13/2018 1:00:00 AM","$(@%systemroot%\system32\TieringEngineService.exe,-600)",,"Disabled","S-1-5-18","DATA12","Storage Tiers Optimization","12/30/1899 12:00:00 AM","1","$(@%systemroot%\system32\TieringEngineService.exe,-603)","0","False","\Microsoft\Windows\Storage Tiers Management\Storage Tiers Optimization","%windir%\system32\defrag.exe","System.Xml.XmlElement","-c -h -g -#"
"12/30/1899 12:00:00 AM","$(@%systemroot%\system32\wdc.dll,-10041)",,"Ready",,"DATA12","Interactive","12/30/1899 12:00:00 AM","1","$(@%systemroot%\system32\wdc.dll,-10043)","0","True","\Microsoft\Windows\Task Manager\Interactive",,"",
"12/30/1899 12:00:00 AM","$(@%SystemRoot%\System32\msched.dll,-600)",,"Disabled","S-1-5-18","DATA12","Idle Maintenance","10/12/2018 7:28:13 AM","0","$(@%SystemRoot%\System32\msched.dll,-602)","0","False","\Microsoft\Windows\TaskScheduler\Idle Maintenance",,"System.Xml.XmlElement",
"10/13/2018 1:00:00 AM","$(@%SystemRoot%\System32\msched.dll,-600)",,"Ready","S-1-5-18","DATA12","Maintenance Configurator","10/12/2018 10:26:03 AM","0","$(@%SystemRoot%\System32\msched.dll,-603)","0","True","\Microsoft\Windows\TaskScheduler\Maintenance Configurator",,"System.Object[]",
"12/30/1899 12:00:00 AM","$(@%SystemRoot%\System32\msched.dll,-600)",,"Ready","S-1-5-18","DATA12","Manual Maintenance","12/30/1899 12:00:00 AM","1","$(@%SystemRoot%\System32\msched.dll,-602)","0","True","\Microsoft\Windows\TaskScheduler\Manual Maintenance",,"",
"10/13/2018 4:51:14 AM","$(@%SystemRoot%\System32\msched.dll,-600)",,"Ready","S-1-5-18","DATA12","Regular Maintenance","10/12/2018 11:28:12 AM","-2147020576","$(@%SystemRoot%\System32\msched.dll,-602)","0","True","\Microsoft\Windows\TaskScheduler\Regular Maintenance",,"System.Xml.XmlElement",
"12/30/1899 12:00:00 AM",,,"Running",,"DATA12","MsCtfMonitor","10/2/2018 3:29:58 PM","1073807364","$(@%systemRoot%\system32\MsCtfMonitor.dll,-1001)","0","True","\Microsoft\Windows\TextServicesFramework\MsCtfMonitor",,"System.Xml.XmlElement",
"12/30/1899 12:00:00 AM","$(@%systemroot%\system32\w32time.dll,-202)",,"Ready","S-1-5-19","DATA12","SynchronizeTime","10/10/2018 4:24:10 AM","1056","$(@%systemroot%\system32\w32time.dll,-201)","0","True","\Microsoft\Windows\Time Synchronization\SynchronizeTime","%windir%\system32\sc.exe","","start w32time task_started"
"12/30/1899 12:00:00 AM","$(@%SystemRoot%\system32\tzsyncres.dll,-101)",,"Ready","S-1-5-18","DATA12","SynchronizeTimeZone","10/12/2018 7:28:17 AM","0","$(@%SystemRoot%\system32\tzsyncres.dll,-102)","0","True","\Microsoft\Windows\Time Zone\SynchronizeTimeZone","%windir%\system32\tzsync.exe","",
"12/30/1899 12:00:00 AM","$(@%SystemRoot%\system32\TpmTasks.dll,-600)",,"Ready","S-1-5-19","DATA12","Tpm-Maintenance","10/12/2018 10:24:03 AM","0","$(@%SystemRoot%\system32\TpmTasks.dll,-602)","0","True","\Microsoft\Windows\TPM\Tpm-Maintenance",,"System.Object[]",
"12/30/1899 12:00:00 AM","$(@%systemroot%\system32\upnphost.dll,-215)",,"Ready","S-1-5-18","DATA12","UPnPHostConfig","12/30/1899 12:00:00 AM","1","$(@%systemroot%\system32\upnphost.dll,-216)","0","True","\Microsoft\Windows\UPnP\UPnPHostConfig","sc.exe","","config upnphost start= auto"
"10/13/2018 12:46:31 AM","$(@%SystemRoot%\system32\profsvc,-500)",,"Disabled","S-1-5-18","DATA12","HiveUploadTask","12/30/1899 12:00:00 AM","1","$(@%SystemRoot%\system32\profsvc,-501)","0","False","\Microsoft\Windows\User Profile Service\HiveUploadTask",,"System.Xml.XmlElement",
"12/30/1899 12:00:00 AM","$(@%systemroot%\system32\dps.dll,-600)",,"Ready",,"DATA12","ResolutionHost","12/30/1899 12:00:00 AM","1","$(@%systemroot%\system32\dps.dll,-602)","0","True","\Microsoft\Windows\WDI\ResolutionHost",,"",
"12/30/1899 12:00:00 AM","$(@%SystemRoot%\system32\wer.dll,-293)",,"Ready",,"DATA12","QueueReporting","10/12/2018 7:28:17 AM","0","$(@%SystemRoot%\system32\wer.dll,-294)","0","True","\Microsoft\Windows\Windows Error Reporting\QueueReporting","%windir%\system32\wermgr.exe","System.Object[]","-queuereporting"
"12/30/1899 12:00:00 AM","$(@%SystemRoot%\system32\bfe.dll,-2001)",,"Ready","S-1-5-18","DATA12","BfeOnServiceStartTypeChange","12/30/1899 12:00:00 AM","1","$(@%SystemRoot%\system32\bfe.dll,-2002)","0","True","\Microsoft\Windows\Windows Filtering Platform\BfeOnServiceStartTypeChange","%windir%\system32\rundll32.exe","System.Xml.XmlElement","bfe.dll,BfeOnServiceStartTypeChange"
"12/30/1899 12:00:00 AM","$(@%SystemRoot%\system32\mscms.dll,-201)",,"Disabled",,"DATA12","Calibration Loader","8/22/2013 9:50:26 AM","0","$(@%SystemRoot%\system32\mscms.dll,-202)","0","False","\Microsoft\Windows\WindowsColorSystem\Calibration Loader",,"System.Object[]",
"12/30/1899 12:00:00 AM","$(@%SystemRoot%\System32\wuaueng.dll,-112)",,"Disabled","S-1-5-19","DATA12","AUFirmwareInstall","12/30/1899 12:00:00 AM","1","$(@%SystemRoot%\System32\wuaueng.dll,-200)","0","False","\Microsoft\Windows\WindowsUpdate\AUFirmwareInstall",,"System.Xml.XmlElement",
"12/30/1899 12:00:00 AM","Microsoft Corporation.",,"Disabled","NT AUTHORITY\SYSTEM","DATA12","AUScheduledInstall","12/30/1899 12:00:00 AM","1","Initiates scheduled install of updates on the machine.","0","False","\Microsoft\Windows\WindowsUpdate\AUScheduledInstall",,"",
"12/30/1899 12:00:00 AM","Microsoft Corporation.",,"Disabled","NT AUTHORITY\SYSTEM","DATA12","AUSessionConnect","12/30/1899 12:00:00 AM","1","This task is used to display notifications to users.","0","False","\Microsoft\Windows\WindowsUpdate\AUSessionConnect",,"System.Object[]",
"10/12/2018 2:49:14 PM","Microsoft Corporation.",,"Ready","NT AUTHORITY\SYSTEM","DATA12","Scheduled Start","10/11/2018 2:48:14 PM","0","This task is used to start the Windows Update service when needed to perform scheduled operations such as scans.","0","True","\Microsoft\Windows\WindowsUpdate\Scheduled Start","C:\Windows\system32\sc.exe","System.Object[]","start wuauserv"
